0.7437,-3.0678
-0.4888,-1.4392
1.2134,1.5448
0.2150,0.9784
-0.6306,-0.5041
-0.4682,1.6024
0.4543,0.0667
0.6140,0.1451
0.8840,-0.8438
-0.0274,-0.5163
-1.0366,-0.5591
-0.3983,0.2326
0.9191,0.6749
-0.8658,1.3187
-0.0109,1.4613
-0.8438,3.1087
-0.3824,0.6079
0.1712,-0.3718
-1.1807,1.1671
1.1077,-1.0400
-0.4589,-0.5255
0.3510,0.1737
-0.9109,2.1209
0.7932,-0.6945
-0.6317,-0.0373
-1.2407,1.3767
0.1458,0.3638
0.2475,2.4319
0.5511,-1.3621
-0.8760,0.7784
-0.6471,0.2049
1.3573,-2.4742
0.8948,-0.5622
-0.1810,-0.7821
-0.0282,0.4867
-0.5382,1.3744
-0.1637,-1.3580
-0.2377,0.3118
-1.2817,-0.3240
2.1285,-0.1600
-1.1461,0.0445
-2.8038,1.6554
-0.7546,2.8912
0.2029,0.9403
-0.2113,0.8166
-0.8475,-0.1794
-0.1569,-0.9799
0.3233,-1.6126
0.9847,-1.3470
0.0674,-0.7968
-0.4261,-0.4750
-0.5561,-1.6983
1.8286,-0.5323
1.4344,-2.6754
-0.9573,-0.4840
2.1233,-1.6865
-0.9667,-0.5788
-0.3334,1.9372
-0.1988,0.4290
0.7678,1.0548
0.6459,0.0032
0.3273,-0.3157
-0.2486,-0.5333
-0.2493,0.1820
2.3761,-1.2474
-1.0263,-0.3862
-2.3827,0.8171
0.3549,-1.8748
0.0469,-0.3188
2.3955,0.2797
1.0335,0.0650
-0.1115,-1.5038
-1.0889,2.0465
0.5393,-0.5506
-0.3166,0.2550
-0.7314,-1.4128
-0.4458,-0.3352
-0.0923,0.8862
0.0855,-0.8170
0.6377,0.4242
-0.1447,-1.7679
0.7509,1.4202
0.4607,-0.8931
-1.7068,1.7760
0.8178,1.1570
-0.2120,-1.5012
-0.6569,0.4077
0.2045,-0.6264
-0.4171,-0.8620
-0.3884,-0.7878
1.9605,-0.1642
-0.0882,0.9430
0.7602,0.5812
-1.4075,0.2708
0.7377,-1.6176
0.2475,-1.0058
-1.5875,0.3002
1.6450,-1.0249
-1.4500,1.4545
-1.3542,2.1404
1.9006,-1.8005
0.9424,-0.7600
-0.7842,2.0136
0.3202,-0.4608
1.8565,-1.6759
-0.3511,-0.2294
0.6741,-1.4397
-0.2504,-0.6928
1.8994,-0.9409
-0.7716,0.4579
-2.5054,1.9364
-0.5126,1.8774
-1.1651,1.6963
-1.0916,2.9570
-0.2969,0.5463
-0.3112,0.6620
-0.7089,1.7566
0.2872,0.0338
-1.1497,1.5967
1.5820,-1.3980
0.6399,0.0915
-1.3263,1.3497
0.3426,1.0466
0.1745,-0.3661
-0.1438,0.1576
-1.5474,0.0978
-0.9293,-0.2139
1.8806,-0.8268
-0.7977,-1.4409
1.0552,-0.9157
0.8083,-0.5634
-0.8704,-1.0520
-0.2242,0.3235
-0.6202,0.4104
-0.4141,2.0613
-1.2795,0.3158
-0.6412,1.8387
-1.4930,0.7038
-1.4684,-0.1670
0.3286,-1.0056
-1.1199,-0.1917
-0.4147,1.1228
1.2260,-0.5449
-0.0346,-0.6806
-1.1002,-1.1824
0.6738,1.8001
0.1258,2.0816
0.1623,1.3267
0.8404,0.9894
0.2953,0.7610
2.3649,1.2337
2.2683,1.8433
2.8183,1.9715
1.6346,0.9873
1.9096,1.5545
1.5028,1.5433
1.5369,1.7474
2.5152,1.4967
1.9513,1.3769
2.0585,1.0317
1.9272,0.8902
2.1302,1.6741
2.2575,1.5133
2.6274,1.3489
1.6327,1.1175
2.3636,1.7841
1.7782,1.2553
2.4428,1.2786
2.0429,1.2542
1.6430,2.1537
2.1323,1.6809
1.7370,1.1453
2.5753,1.3415
1.9635,1.0490
1.5739,1.7479
1.8724,1.0565
2.1699,1.3324
1.6613,1.2046
1.9343,1.3356
2.1718,1.3182
2.1104,1.6209
1.7360,1.4816
2.0375,1.3024
1.5526,1.5583
1.8027,1.1578
1.5920,1.2597
1.9752,1.3900
1.2866,1.0542
1.4475,0.7580
1.7409,1.5105
2.1278,1.0690
2.5162,2.0253
2.1291,1.3335
2.2132,1.5097
2.1224,1.3690
1.9126,1.2000
1.2394,1.2283
1.9382,1.1129
2.3912,1.8870
2.4852,2.0029
2.4135,1.3658
2.2684,1.6031
2.1059,1.4540
2.1843,1.6548
2.4860,1.2542
1.5321,1.6741
1.4068,1.9110
2.0429,1.3658
1.8301,1.8149
1.8973,1.5561
2.2346,1.5857
2.1679,0.9643
2.3909,1.6067
2.2881,2.1312
2.3092,1.8225
1.4919,1.0365
2.5811,1.1975
2.0542,1.0812
1.9044,1.2148
2.6272,1.5447
1.7119,1.5317
1.5941,1.2406
2.7473,1.6160
2.1582,1.1272
1.7920,1.4405
2.2538,1.8089
1.3941,1.4181
2.1559,1.6114
1.8454,1.2783
1.2910,1.0133
1.6852,2.0330
2.0773,1.9060
2.7620,1.9188
2.3413,1.3720
3.1801,1.9365
2.1674,1.3489
2.3059,1.0024
2.2773,0.7802
1.7979,1.1463
2.6173,2.6283
1.2665,1.7919
1.8598,1.7532
2.4336,1.2855
2.1517,1.2648
2.3029,1.5584
1.7645,1.6780
1.4800,1.8912
2.3638,1.5167
1.8706,1.4790
1.8411,1.1196
1.9334,2.6814
-3.4881,1.8403
0.1433,3.3257
-2.0018,2.6882
-1.3923,2.6489
-2.1984,1.8559
-1.1118,1.3859
-2.0276,2.4103
-1.2032,3.7827
-0.3689,1.9414
-2.4190,2.1193
-3.4021,2.4115
-0.6264,2.7210
-1.3719,2.7368
0.8761,4.0168
-0.1037,2.0929
-0.7671,3.0320
-1.1023,2.0803
-0.0246,3.3664
-0.5268,2.9895
-0.4160,3.0551
-3.5837,1.4958
-1.0709,1.3511
-0.7796,1.3811
-1.7240,2.5747
-2.9332,1.5113
-2.1026,1.6656
-1.2377,1.1051
0.6510,2.1628
-2.8694,1.0480
-1.0956,2.0477
0.6879,4.2193
0.3678,1.3263
-1.3300,2.0508
1.4048,4.0579
-0.2588,3.2162
-1.4372,3.5736
-1.2188,3.9160
-0.3458,2.6574
0.2985,1.8276
0.9923,4.3741
-1.0945,3.5667
-0.0353,3.2224
0.1767,2.4837
-2.9345,1.6028
-0.9810,1.6879
0.7275,3.1018
0.7386,3.4594
-1.5412,2.9110
-1.4245,2.9738
-2.0526,2.6802
-0.5782,3.1208
-0.6642,1.1595
-0.8614,3.3017
-0.5928,2.1568
-0.8096,3.7780
